student_id,program_name,cohort,cgpa
STU000003,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.67
STU000152,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.64
STU000153,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.21
STU000154,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.29
STU000156,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.55
STU001596,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.46
STU001597,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.75
STU001598,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.79
STU001599,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.62
STU001600,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.3
STU001601,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.38
STU001602,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.16
STU001603,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.94
STU001604,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.16
STU001605,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.64
STU001606,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.38
STU001607,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,9.28
STU001608,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.65
STU001609,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.49
STU001610,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.75
STU001611,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.92
STU001612,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.45
STU001613,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.78
STU001614,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.47
STU001615,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.96
STU001616,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.69
STU001617,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.76
STU001618,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.27
STU001619,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.45
STU001620,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,9.77
STU001621,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.82
STU001622,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.71
STU001623,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.0
STU001624,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.87
STU001625,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.32
STU001626,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,9.69
STU001627,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,9.55
STU001628,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.75
STU001629,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.26
STU001630,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.92
STU001631,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.34
STU001632,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.4
STU001633,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.64
STU001634,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.55
STU001635,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.89
STU001636,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.75
STU001637,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.04
STU001638,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.78
STU001640,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.5
STU001641,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.5
STU001642,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.88
STU001643,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.92
STU001644,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.88
STU001645,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.25
STU001646,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,5.98
STU001647,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,8.2
STU001648,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.2
STU001649,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.31
STU001650,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.12
STU001651,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.53
STU001652,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,6.75
STU001653,Bachelor of Technology (B.Tech.) in Aeronautical Engineering,fourth_year,7.36
STU000004,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.25
STU000036,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,4.98
STU000037,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,5.66
STU000038,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.86
STU000157,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.27
STU000158,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.03
STU000161,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,5.93
STU000162,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,5.5
STU000163,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.0
STU000164,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.84
STU001654,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,8.95
STU001655,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.09
STU001656,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.26
STU001657,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.63
STU001658,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.24
STU001659,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,5.85
STU001660,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.15
STU001661,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,8.03
STU001662,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.36
STU001663,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,5.75
STU001664,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.32
STU001665,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.74
STU001666,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.15
STU001667,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.68
STU001669,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.15
STU001670,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.03
STU001671,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,7.18
STU001672,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,6.33
STU001673,Bachelor of Technology (B.Tech.) in Automobile Engineering,fourth_year,5.9
STU000051,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,5.45
STU000052,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.11
STU000053,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,5.81
STU000198,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.66
STU000199,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.36
STU000200,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.27
STU000201,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.82
STU000202,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.64
STU000203,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.07
STU000204,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,9.69
STU000205,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,8.67
STU000206,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,8.42
STU000207,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,8.34
STU000208,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,8.34
STU000209,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,8.52
STU000210,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.34
STU000211,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.78
STU000212,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.06
STU000213,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.21
STU000214,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.82
STU000215,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.74
STU000216,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.89
STU000217,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.27
STU000218,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.16
STU000219,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.36
STU000220,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,5.68
STU000221,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.06
STU000222,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,5.49
STU000223,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.57
STU000224,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.23
STU000225,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,8.45
STU000226,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.12
STU000227,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.24
STU000228,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.96
STU000229,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.36
STU000230,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.74
STU000231,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.31
STU000232,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.4
STU000233,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,5.55
STU000234,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,7.94
STU000235,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,6.85
STU000236,Bachelor of Technology (B.Tech.) in Bio-Medical Engineering,fourth_year,8.06
STU000135,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.09
STU000136,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,5.74
STU000137,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,5.95
STU001314,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.94
STU001315,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.77
STU001316,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.76
STU001317,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.15
STU001318,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.67
STU001319,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,9.39
STU001320,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.16
STU001321,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.96
STU001322,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.29
STU001323,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.35
STU001324,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.91
STU001325,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.71
STU001326,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.83
STU001327,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.03
STU001328,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.7
STU001329,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.43
STU001330,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.84
STU001331,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.79
STU001332,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.17
STU001333,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,5.56
STU001334,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.45
STU001335,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.91
STU001336,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.34
STU001337,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.19
STU001338,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.74
STU001339,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.88
STU001340,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.36
STU001341,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.07
STU001342,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.86
STU001343,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.36
STU001344,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.3
STU001345,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.48
STU001346,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.55
STU001347,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.02
STU001349,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.0
STU001350,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.4
STU001351,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.83
STU001352,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.44
STU001353,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.21
STU001354,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.6
STU001355,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.94
STU001356,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.31
STU001357,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.2
STU001358,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.12
STU001359,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.94
STU001360,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.79
STU001361,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.87
STU001362,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.12
STU001363,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.55
STU001364,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.95
STU001365,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.09
STU001366,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.8
STU001367,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.29
STU001368,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.74
STU001369,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.63
STU001370,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.23
STU001371,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.13
STU001372,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.88
STU001373,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.47
STU001374,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.11
STU001375,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,7.12
STU001376,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.31
STU001377,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,5.35
STU001378,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,5.26
STU001379,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,8.31
STU001380,Bachelor of Technology (B.Tech.) in Biotechnology,fourth_year,6.89
STU000006,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,5.6
STU000054,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.7
STU000055,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.09
STU000056,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,5.28
STU000057,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,5.28
STU000058,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,5.71
STU000237,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,5.46
STU000238,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,8.83
STU000239,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,9.04
STU000240,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,8.31
STU000241,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,9.51
STU000242,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,7.2
STU000243,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,7.52
STU000244,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,8.31
STU000245,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,7.74
STU000246,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,8.17
STU000247,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.74
STU000248,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.2
STU000249,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,7.49
STU000250,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,5.65
STU000251,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.11
STU000252,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.36
STU000253,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.83
STU000254,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.25
STU000256,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,7.75
STU000257,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.98
STU000259,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,7.36
STU000261,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,5.97
STU000262,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.11
STU000263,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.03
STU000264,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.81
STU000265,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.12
STU000266,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,7.69
STU000267,Bachelor of Technology (B.Tech.) in Chemical Engineering,fourth_year,6.66
STU000001,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,5.71
STU000007,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,5.9
STU000059,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.07
STU000061,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.27
STU000062,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.64
STU000063,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.09
STU000064,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.37
STU000268,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.36
STU000269,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.33
STU000270,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.07
STU000271,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,8.18
STU000272,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,9.22
STU000273,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.93
STU000274,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.21
STU000275,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,5.75
STU000276,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,5.64
STU000277,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.68
STU000278,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.45
STU000279,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,8.16
STU000283,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.0
STU000284,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,8.79
STU000285,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.81
STU000286,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,8.31
STU000289,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.06
STU000290,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.36
STU000291,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,8.6
STU000292,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.28
STU000293,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.63
STU000294,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.45
STU000295,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.69
STU000296,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.05
STU000297,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.97
STU000298,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,5.92
STU000299,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.33
STU000300,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.18
STU000301,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.14
STU000303,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,6.56
STU000304,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,7.0
STU000305,Bachelor of Technology (B.Tech.) in Civil Engineering,fourth_year,5.92
STU001987,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.37
STU001988,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.25
STU001989,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,6.85
STU001990,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.08
STU001991,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.2
STU001992,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,6.63
STU001993,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.1
STU001994,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,5.4
STU001995,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.79
STU001996,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.45
STU001997,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.22
STU001998,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.65
STU001999,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.76
STU002000,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.55
STU002001,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,9.11
STU002002,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.95
STU002003,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.09
STU002004,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.8
STU002005,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,9.09
STU002006,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.82
STU002007,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.99
STU002008,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.21
STU002009,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,9.18
STU002010,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.07
STU002011,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,9.21
STU002012,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.1
STU002013,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.71
STU002014,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,6.79
STU002015,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.78
STU002016,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.12
STU002017,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,9.42
STU002018,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,6.0
STU002019,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.53
STU002020,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.91
STU002021,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.67
STU002022,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,9.39
STU002023,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.08
STU002024,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,6.83
STU002025,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.73
STU002026,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.31
STU002027,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.96
STU002028,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,5.63
STU002029,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.49
STU002030,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.74
STU002031,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.5
STU002032,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.2
STU002033,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.07
STU002034,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,6.55
STU002035,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,7.07
STU002036,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,8.11
STU002037,Bachelor of Technology (B.Tech.) in Computer Science & Financial Technology,fourth_year,9.02
